,Type,Year,Age_group,Gender,Total
1670,Illness (Aids/STD),2012,0-14,Female,2
2511,Physical Abuse (Rape/Incest Etc.),2012,0-14,Male,2
1505,Illegitimate Pregnancy,2007,30-44,Male,2
1839,Love Affairs,2004,60+,Male,2
1485,Illegitimate Pregnancy,2005,30-44,Male,2
2360,Paralysis,2009,0-14,Female,2
2641,Professional/Career Problem,2001,0-14,Male,2
2390,Paralysis,2012,0-14,Female,2
1380,Ideological Causes/Hero Worshipping,2007,0-14,Female,2
2391,Paralysis,2012,0-14,Male,2
1819,Love Affairs,2002,60+,Male,2
1809,Love Affairs,2001,60+,Male,1
1878,Love Affairs,2008,60+,Female,1
1898,Love Affairs,2010,60+,Female,1
1641,Illness (Aids/STD),2009,0-14,Male,1
628,Divorce,2003,60+,Female,1
1650,Illness (Aids/STD),2010,0-14,Female,1
1888,Love Affairs,2009,60+,Female,1
1858,Love Affairs,2006,60+,Female,1
1868,Love Affairs,2007,60+,Female,1
2978,Suspected/Illicit Relation,2010,60+,Female,1
618,Divorce,2002,60+,Female,1
2998,Suspected/Illicit Relation,2012,60+,Female,1
1848,Love Affairs,2005,60+,Female,1
1829,Love Affairs,2003,60+,Male,1
1631,Illness (Aids/STD),2008,0-14,Male,1
1351,Ideological Causes/Hero Worshipping,2004,0-14,Male,1
689,Divorce,2009,60+,Male,1
1611,Illness (Aids/STD),2006,0-14,Male,1
1561,Illness (Aids/STD),2001,0-14,Male,1
1506,Illegitimate Pregnancy,2007,45-59,Female,1
801,Dowry Dispute,2009,0-14,Male,1
799,Dowry Dispute,2008,60+,Male,1
798,Dowry Dispute,2008,60+,Female,1
1509,Illegitimate Pregnancy,2007,60+,Male,1
778,Dowry Dispute,2006,60+,Female,1
777,Dowry Dispute,2006,45-59,Male,1
770,Dowry Dispute,2006,0-14,Female,1
2908,Suspected/Illicit Relation,2003,60+,Female,1
749,Dowry Dispute,2003,60+,Male,1
1536,Illegitimate Pregnancy,2010,45-59,Female,1
2918,Suspected/Illicit Relation,2004,60+,Female,1
720,Dowry Dispute,2001,0-14,Female,1
2928,Suspected/Illicit Relation,2005,60+,Female,1
708,Divorce,2011,60+,Female,1
701,Divorce,2011,0-14,Male,1
1550,Illegitimate Pregnancy,2012,0-14,Female,1
330,Cancer,2010,0-14,Female,1
681,Divorce,2009,0-14,Male,1
2948,Suspected/Illicit Relation,2007,60+,Female,1
671,Divorce,2008,0-14,Male,1
340,Cancer,2011,0-14,Female,1
3031,Unemployment,2004,0-14,Male,1
1899,Love Affairs,2010,60+,Male,1
3068,Unemployment,2007,60+,Female,1
2020,Not having Children(Barrenness/Impotency,2011,0-14,Female,1
2030,Not having Children(Barrenness/Impotency,2012,0-14,Female,1
159,Cancellation/Non-Settlement of Marriage,2004,60+,Male,1
2031,Not having Children(Barrenness/Impotency,2012,0-14,Male,1
150,Cancellation/Non-Settlement of Marriage,2004,0-14,Female,1
2478,Physical Abuse (Rape/Incest Etc.),2008,60+,Female,1
2340,Paralysis,2007,0-14,Female,1
121,Cancellation/Non-Settlement of Marriage,2001,0-14,Male,1
101,Bankruptcy or Sudden change in Economic,2012,0-14,Male,1
3098,Unemployment,2010,60+,Female,1
2350,Paralysis,2008,0-14,Female,1
2471,Physical Abuse (Rape/Incest Etc.),2008,0-14,Male,1
2371,Paralysis,2010,0-14,Male,1
2380,Paralysis,2011,0-14,Female,1
2401,Physical Abuse (Rape/Incest Etc.),2001,0-14,Male,1
3111,Unemployment,2012,0-14,Male,1
50,Bankruptcy or Sudden change in Economic,2007,0-14,Female,1
2451,Physical Abuse (Rape/Incest Etc.),2006,0-14,Male,1
2449,Physical Abuse (Rape/Incest Etc.),2005,60+,Male,1
2448,Physical Abuse (Rape/Incest Etc.),2005,60+,Female,1
2430,Physical Abuse (Rape/Incest Etc.),2004,0-14,Female,1
3071,Unemployment,2008,0-14,Male,1
178,Cancellation/Non-Settlement of Marriage,2006,60+,Female,1
1908,Love Affairs,2011,60+,Female,1
179,Cancellation/Non-Settlement of Marriage,2006,60+,Male,1
1909,Love Affairs,2011,60+,Male,1
1918,Love Affairs,2012,60+,Female,1
301,Cancer,2007,0-14,Male,1
1919,Love Affairs,2012,60+,Male,1
1930,Not having Children(Barrenness/Impotency,2001,0-14,Female,1
261,Cancer,2003,0-14,Male,1
251,Cancer,2002,0-14,Male,1
2870,Property Dispute,2012,0-14,Female,1
1948,Not having Children(Barrenness/Impotency,2003,60+,Female,1
240,Cancer,2001,0-14,Female,1
1950,Not having Children(Barrenness/Impotency,2004,0-14,Female,1
1951,Not having Children(Barrenness/Impotency,2004,0-14,Male,1
220,Cancellation/Non-Settlement of Marriage,2011,0-14,Female,1
219,Cancellation/Non-Settlement of Marriage,2010,60+,Male,1
218,Cancellation/Non-Settlement of Marriage,2010,60+,Female,1
211,Cancellation/Non-Settlement of Marriage,2010,0-14,Male,1
3051,Unemployment,2006,0-14,Male,1
1998,Not having Children(Barrenness/Impotency,2008,60+,Female,1
2509,Physical Abuse (Rape/Incest Etc.),2011,60+,Male,1
2501,Physical Abuse (Rape/Incest Etc.),2011,0-14,Male,1
2499,Physical Abuse (Rape/Incest Etc.),2010,60+,Male,1
811,Dowry Dispute,2010,0-14,Male,1
2780,Property Dispute,2003,0-14,Female,1
1457,Illegitimate Pregnancy,2002,45-59,Male,1
1056,Failure in Examination,2010,45-59,Female,1
1401,Ideological Causes/Hero Worshipping,2009,0-14,Male,1
1140,Fall in Social Reputation,2007,0-14,Female,1
1406,Ideological Causes/Hero Worshipping,2009,45-59,Female,1
2781,Property Dispute,2003,0-14,Male,1
1409,Ideological Causes/Hero Worshipping,2009,60+,Male,1
1410,Ideological Causes/Hero Worshipping,2010,0-14,Female,1
2851,Property Dispute,2010,0-14,Male,1
2850,Property Dispute,2010,0-14,Female,1
1069,Failure in Examination,2011,60+,Male,1
900,Drug Abuse/Addiction,2007,0-14,Female,1
2661,Professional/Career Problem,2003,0-14,Male,1
1181,Fall in Social Reputation,2011,0-14,Male,1
1469,Illegitimate Pregnancy,2003,60+,Male,1
2701,Professional/Career Problem,2007,0-14,Male,1
1430,Ideological Causes/Hero Worshipping,2012,0-14,Female,1
1019,Failure in Examination,2006,60+,Male,1
2811,Property Dispute,2006,0-14,Male,1
940,Drug Abuse/Addiction,2011,0-14,Female,1
1460,Illegitimate Pregnancy,2003,0-14,Female,1
2670,Professional/Career Problem,2004,0-14,Female,1
829,Dowry Dispute,2011,60+,Male,1
2680,Professional/Career Problem,2005,0-14,Female,1
1481,Illegitimate Pregnancy,2005,0-14,Male,1
986,Failure in Examination,2003,45-59,Female,1
1360,Ideological Causes/Hero Worshipping,2005,0-14,Female,1
1378,Ideological Causes/Hero Worshipping,2006,60+,Female,1
1321,Ideological Causes/Hero Worshipping,2001,0-14,Male,1
2760,Property Dispute,2001,0-14,Female,1
1348,Ideological Causes/Hero Worshipping,2003,60+,Female,1
1358,Ideological Causes/Hero Worshipping,2004,60+,Female,1
1329,Ideological Causes/Hero Worshipping,2001,60+,Male,1
831,Dowry Dispute,2012,0-14,Male,1
1388,Ideological Causes/Hero Worshipping,2007,60+,Female,1
1018,Failure in Examination,2006,60+,Female,0
1441,Illegitimate Pregnancy,2001,0-14,Male,0
1931,Not having Children(Barrenness/Impotency,2001,0-14,Male,0
1941,Not having Children(Barrenness/Impotency,2003,0-14,Male,0
2690,Professional/Career Problem,2006,0-14,Female,0
270,Cancer,2004,0-14,Female,0
3030,Unemployment,2004,0-14,Female,0
2691,Professional/Career Problem,2006,0-14,Male,0
2341,Paralysis,2007,0-14,Male,0
241,Cancer,2001,0-14,Male,0
2411,Physical Abuse (Rape/Incest Etc.),2002,0-14,Male,0
271,Cancer,2004,0-14,Male,0
1028,Failure in Examination,2007,60+,Female,0
231,Cancellation/Non-Settlement of Marriage,2012,0-14,Male,0
1428,Ideological Causes/Hero Worshipping,2011,60+,Female,0
230,Cancellation/Non-Settlement of Marriage,2012,0-14,Female,0
1970,Not having Children(Barrenness/Impotency,2006,0-14,Female,0
1971,Not having Children(Barrenness/Impotency,2006,0-14,Male,0
1426,Ideological Causes/Hero Worshipping,2011,45-59,Female,0
1038,Failure in Examination,2008,60+,Female,0
2738,Professional/Career Problem,2010,60+,Female,0
1928,Not having Children (Barrenness/Impotency,2002,60+,Female,0
1341,Ideological Causes/Hero Worshipping,2003,0-14,Male,0
1049,Failure in Examination,2009,60+,Male,0
2431,Physical Abuse (Rape/Incest Etc.),2004,0-14,Male,0
351,Cancer,2012,0-14,Male,0
350,Cancer,2012,0-14,Female,0
341,Cancer,2011,0-14,Male,0
988,Failure in Examination,2003,60+,Female,0
331,Cancer,2010,0-14,Male,0
989,Failure in Examination,2003,60+,Male,0
321,Cancer,2009,0-14,Male,0
2681,Professional/Career Problem,2005,0-14,Male,0
998,Failure in Examination,2004,60+,Female,0
1449,Illegitimate Pregnancy,2001,60+,Male,0
311,Cancer,2008,0-14,Male,0
1448,Illegitimate Pregnancy,2001,60+,Female,0
1447,Illegitimate Pregnancy,2001,45-59,Male,0
300,Cancer,2007,0-14,Female,0
291,Cancer,2006,0-14,Male,0
3018,Unemployment,2002,60+,Female,0
1009,Failure in Examination,2005,60+,Male,0
1921,Not having Children (Barrenness/Impotency,2002,0-14,Male,0
2751,Professional/Career Problem,2012,0-14,Male,0
3021,Unemployment,2003,0-14,Male,0
1048,Failure in Examination,2009,60+,Female,0
1981,Not having Children(Barrenness/Impotency,2007,0-14,Male,0
210,Cancellation/Non-Settlement of Marriage,2010,0-14,Female,0
1079,Failure in Examination,2012,60+,Male,0
91,Bankruptcy or Sudden change in Economic,2011,0-14,Male,0
168,Cancellation/Non-Settlement of Marriage,2005,60+,Female,0
2021,Not having Children(Barrenness/Impotency,2011,0-14,Male,0
3101,Unemployment,2011,0-14,Male,0
1408,Ideological Causes/Hero Worshipping,2009,60+,Female,0
158,Cancellation/Non-Settlement of Marriage,2004,60+,Female,0
3078,Unemployment,2008,60+,Female,0
2720,Professional/Career Problem,2009,0-14,Female,0
2721,Professional/Career Problem,2009,0-14,Male,0
1381,Ideological Causes/Hero Worshipping,2007,0-14,Male,0
1320,Ideological Causes/Hero Worshipping,2001,0-14,Female,0
2290,Paralysis,2002,0-14,Female,0
2291,Paralysis,2002,0-14,Male,0
1400,Ideological Causes/Hero Worshipping,2009,0-14,Female,0
1391,Ideological Causes/Hero Worshipping,2008,0-14,Male,0
139,Cancellation/Non-Settlement of Marriage,2002,60+,Male,0
138,Cancellation/Non-Settlement of Marriage,2002,60+,Female,0
131,Cancellation/Non-Settlement of Marriage,2002,0-14,Male,0
130,Cancellation/Non-Settlement of Marriage,2002,0-14,Female,0
2770,Property Dispute,2002,0-14,Female,0
128,Cancellation/Non-Settlement of Marriage,2001,60+,Female,0
1328,Ideological Causes/Hero Worshipping,2001,60+,Female,0
170,Cancellation/Non-Settlement of Marriage,2006,0-14,Female,0
1980,Not having Children(Barrenness/Impotency,2007,0-14,Female,0
1078,Failure in Examination,2012,60+,Female,0
1390,Ideological Causes/Hero Worshipping,2008,0-14,Female,0
3050,Unemployment,2006,0-14,Female,0
1331,Ideological Causes/Hero Worshipping,2002,0-14,Male,0
1330,Ideological Causes/Hero Worshipping,2002,0-14,Female,0
1990,Not having Children(Barrenness/Impotency,2008,0-14,Female,0
1991,Not having Children(Barrenness/Impotency,2008,0-14,Male,0
1058,Failure in Examination,2010,60+,Female,0
2461,Physical Abuse (Rape/Incest Etc.),2007,0-14,Male,0
2711,Professional/Career Problem,2008,0-14,Male,0
2790,Property Dispute,2004,0-14,Female,0
2001,Not having Children(Barrenness/Impotency,2009,0-14,Male,0
3058,Unemployment,2006,60+,Female,0
1451,Illegitimate Pregnancy,2002,0-14,Male,0
189,Cancellation/Non-Settlement of Marriage,2007,60+,Male,0
1068,Failure in Examination,2011,60+,Female,0
188,Cancellation/Non-Settlement of Marriage,2007,60+,Female,0
181,Cancellation/Non-Settlement of Marriage,2007,0-14,Male,0
2370,Paralysis,2010,0-14,Female,0
1076,Failure in Examination,2012,45-59,Female,0
1411,Ideological Causes/Hero Worshipping,2010,0-14,Male,0
171,Cancellation/Non-Settlement of Marriage,2006,0-14,Male,0
2011,Not having Children(Barrenness/Impotency,2010,0-14,Male,0
828,Dowry Dispute,2011,60+,Female,0
987,Failure in Examination,2003,45-59,Male,0
2651,Professional/Career Problem,2002,0-14,Male,0
1525,Illegitimate Pregnancy,2009,30-44,Male,0
1527,Illegitimate Pregnancy,2009,45-59,Male,0
1528,Illegitimate Pregnancy,2009,60+,Female,0
760,Dowry Dispute,2005,0-14,Female,0
1529,Illegitimate Pregnancy,2009,60+,Male,0
870,Drug Abuse/Addiction,2004,0-14,Female,0
758,Dowry Dispute,2004,60+,Female,0
1531,Illegitimate Pregnancy,2010,0-14,Male,0
1533,Illegitimate Pregnancy,2010,15-29,Male,0
1535,Illegitimate Pregnancy,2010,30-44,Male,0
751,Dowry Dispute,2004,0-14,Male,0
1479,Illegitimate Pregnancy,2004,60+,Male,0
1537,Illegitimate Pregnancy,2010,45-59,Male,0
1523,Illegitimate Pregnancy,2009,15-29,Male,0
739,Dowry Dispute,2002,60+,Male,0
1478,Illegitimate Pregnancy,2004,60+,Female,0
1538,Illegitimate Pregnancy,2010,60+,Female,0
1539,Illegitimate Pregnancy,2010,60+,Male,0
1541,Illegitimate Pregnancy,2011,0-14,Male,0
731,Dowry Dispute,2002,0-14,Male,0
729,Dowry Dispute,2001,60+,Male,0
728,Dowry Dispute,2001,60+,Female,0
1543,Illegitimate Pregnancy,2011,15-29,Male,0
721,Dowry Dispute,2001,0-14,Male,0
1545,Illegitimate Pregnancy,2011,30-44,Male,0
1547,Illegitimate Pregnancy,2011,45-59,Male,0
769,Dowry Dispute,2005,60+,Male,0
1521,Illegitimate Pregnancy,2009,0-14,Male,0
711,Divorce,2012,0-14,Male,0
1488,Illegitimate Pregnancy,2005,60+,Female,0
2871,Property Dispute,2012,0-14,Male,0
821,Dowry Dispute,2011,0-14,Male,0
1495,Illegitimate Pregnancy,2006,30-44,Male,0
1497,Illegitimate Pregnancy,2006,45-59,Male,0
1498,Illegitimate Pregnancy,2006,60+,Female,0
1499,Illegitimate Pregnancy,2006,60+,Male,0
1491,Illegitimate Pregnancy,2006,0-14,Male,0
1501,Illegitimate Pregnancy,2007,0-14,Male,0
809,Dowry Dispute,2009,60+,Male,0
1489,Illegitimate Pregnancy,2005,60+,Male,0
838,Dowry Dispute,2012,60+,Female,0
839,Dowry Dispute,2012,60+,Male,0
1508,Illegitimate Pregnancy,2007,60+,Female,0
1519,Illegitimate Pregnancy,2008,60+,Male,0
2861,Property Dispute,2011,0-14,Male,0
1511,Illegitimate Pregnancy,2008,0-14,Male,0
2888,Suspected/Illicit Relation,2001,60+,Female,0
788,Dowry Dispute,2007,60+,Female,0
1517,Illegitimate Pregnancy,2008,45-59,Male,0
1518,Illegitimate Pregnancy,2008,60+,Female,0
787,Dowry Dispute,2007,45-59,Male,0
781,Dowry Dispute,2007,0-14,Male,0
779,Dowry Dispute,2006,60+,Male,0
2640,Professional/Career Problem,2001,0-14,Female,0
1487,Illegitimate Pregnancy,2005,45-59,Male,0
771,Dowry Dispute,2006,0-14,Male,0
1548,Illegitimate Pregnancy,2011,60+,Female,0
710,Divorce,2012,0-14,Female,0
979,Failure in Examination,2002,60+,Male,0
1458,Illegitimate Pregnancy,2002,60+,Female,0
638,Divorce,2004,60+,Female,0
1463,Illegitimate Pregnancy,2003,15-29,Male,0
631,Divorce,2004,0-14,Male,0
1461,Illegitimate Pregnancy,2003,0-14,Male,0
630,Divorce,2004,0-14,Female,0
629,Divorce,2003,60+,Male,0
621,Divorce,2003,0-14,Male,0
620,Divorce,2003,0-14,Female,0
2671,Professional/Career Problem,2004,0-14,Male,0
611,Divorce,2002,0-14,Male,0
1459,Illegitimate Pregnancy,2002,60+,Male,0
610,Divorce,2002,0-14,Female,0
601,Divorce,2001,0-14,Male,0
640,Divorce,2005,0-14,Female,0
600,Divorce,2001,0-14,Female,0
1808,Love Affairs,2001,60+,Female,0
2830,Property Dispute,2008,0-14,Female,0
1818,Love Affairs,2002,60+,Female,0
968,Failure in Examination,2001,60+,Female,0
1828,Love Affairs,2003,60+,Female,0
2991,Suspected/Illicit Relation,2012,0-14,Male,0
969,Failure in Examination,2001,60+,Male,0
1838,Love Affairs,2004,60+,Female,0
1455,Illegitimate Pregnancy,2002,30-44,Male,0
978,Failure in Examination,2002,60+,Female,0
1859,Love Affairs,2006,60+,Male,0
1630,Illness (Aids/STD),2008,0-14,Female,0
641,Divorce,2005,0-14,Male,0
1356,Ideological Causes/Hero Worshipping,2004,45-59,Female,0
679,Divorce,2008,60+,Male,0
1471,Illegitimate Pregnancy,2004,0-14,Male,0
2660,Professional/Career Problem,2003,0-14,Female,0
700,Divorce,2011,0-14,Female,0
2938,Suspected/Illicit Relation,2006,60+,Female,0
1551,Illegitimate Pregnancy,2012,0-14,Male,0
698,Divorce,2010,60+,Female,0
691,Divorce,2010,0-14,Male,0
690,Divorce,2010,0-14,Female,0
1553,Illegitimate Pregnancy,2012,15-29,Male,0
1555,Illegitimate Pregnancy,2012,30-44,Male,0
1468,Illegitimate Pregnancy,2003,60+,Female,0
1557,Illegitimate Pregnancy,2012,45-59,Male,0
1558,Illegitimate Pregnancy,2012,60+,Female,0
648,Divorce,2005,60+,Female,0
678,Divorce,2008,60+,Female,0
1467,Illegitimate Pregnancy,2003,45-59,Male,0
670,Divorce,2008,0-14,Female,0
1559,Illegitimate Pregnancy,2012,60+,Male,0
668,Divorce,2007,60+,Female,0
661,Divorce,2007,0-14,Male,0
660,Divorce,2007,0-14,Female,0
2841,Property Dispute,2009,0-14,Male,0
658,Divorce,2006,60+,Female,0
2840,Property Dispute,2009,0-14,Female,0
651,Divorce,2006,0-14,Male,0
650,Divorce,2006,0-14,Female,0
1549,Illegitimate Pregnancy,2011,60+,Male,0
