,Type,Year,State,Gender,Total
970,Graduate,2002,Tamil Nadu,Female,56
3109,Matriculate/Secondary,2009,Jammu & Kashmir,Male,56
1559,Graduate,2011,Delhi,Male,56
757,Diploma,2011,Rajasthan,Male,56
4604,No Education,2006,Punjab,Female,56
1702,Intermediate/Pre-University,2001,Gujarat,Female,56
2052,Intermediate/Pre-University,2006,Gujarat,Female,56
2109,Intermediate/Pre-University,2007,Bihar,Male,56
3039,Matriculate/Secondary,2008,Jammu & Kashmir,Male,56
1457,Graduate,2009,Rajasthan,Male,55
3431,Middle,2002,A & N Islands,Male,55
4884,No Education,2010,Punjab,Female,55
3212,Matriculate/Secondary,2010,Tripura,Female,55
6429,Primary,2008,Sikkim,Male,55
3064,Matriculate/Secondary,2008,Punjab,Female,55
3521,Middle,2003,Goa,Male,55
3316,Matriculate/Secondary,2012,Himachal Pradesh,Female,55
1440,Graduate,2009,Maharashtra,Female,55
4221,No Education,2001,Goa,Male,55
1698,Intermediate/Pre-University,2001,Delhi,Female,54
1565,Graduate,2011,Haryana,Male,54
1107,Graduate,2004,Rajasthan,Male,54
3040,Matriculate/Secondary,2008,Jharkhand,Female,54
3204,Matriculate/Secondary,2010,Punjab,Female,54
2966,Matriculate/Secondary,2007,Himachal Pradesh,Female,54
385,Diploma,2006,Kerala,Male,54
4049,Middle,2010,Sikkim,Male,53
3368,Middle,2001,Bihar,Female,53
2727,Matriculate/Secondary,2003,Uttarakhand,Male,53
6213,Primary,2005,Puducherry,Male,53
982,Graduate,2003,Andhra Pradesh,Female,53
3132,Matriculate/Secondary,2009,Puducherry,Female,53
1084,Graduate,2004,Kerala,Female,53
6143,Primary,2004,Puducherry,Male,53
3147,Matriculate/Secondary,2009,Uttarakhand,Male,53
2264,Intermediate/Pre-University,2009,Haryana,Female,53
1300,Graduate,2007,Maharashtra,Female,52
3241,Matriculate/Secondary,2011,Goa,Male,52
525,Diploma,2008,Kerala,Male,52
1037,Graduate,2003,Rajasthan,Male,52
4959,No Education,2011,Sikkim,Male,52
4472,No Education,2004,Tripura,Female,52
2118,Intermediate/Pre-University,2007,Delhi,Female,52
2194,Intermediate/Pre-University,2008,Haryana,Female,52
415,Diploma,2006,Uttar Pradesh,Male,52
3318,Matriculate/Secondary,2012,Jammu & Kashmir,Female,52
6169,Primary,2005,Bihar,Male,52
1310,Graduate,2007,Odisha,Female,52
3062,Matriculate/Secondary,2008,Puducherry,Female,52
2878,Matriculate/Secondary,2006,Bihar,Female,52
2970,Matriculate/Secondary,2007,Jharkhand,Female,52
5694,Post Graduate and Above,2010,Haryana,Female,52
2853,Matriculate/Secondary,2005,Puducherry,Male,52
2751,Matriculate/Secondary,2004,Goa,Male,51
6704,Primary,2012,Punjab,Female,51
13,Diploma,2001,Chhattisgarh,Male,51
2852,Matriculate/Secondary,2005,Puducherry,Female,51
2924,Matriculate/Secondary,2006,Punjab,Female,51
5017,No Education,2012,Mizoram,Male,51
835,Diploma,2012,Uttar Pradesh,Male,51
5311,Post Graduate and Above,2004,Tamil Nadu,Male,51
2176,Intermediate/Pre-University,2008,Assam,Female,51
1082,Graduate,2004,Karnataka,Female,51
4889,No Education,2010,Sikkim,Male,51
2386,Intermediate/Pre-University,2011,Assam,Female,51
4431,No Education,2004,Goa,Male,51
5932,Primary,2001,Puducherry,Female,51
2201,Intermediate/Pre-University,2008,Jharkhand,Male,51
2337,Intermediate/Pre-University,2010,Himachal Pradesh,Male,51
1222,Graduate,2006,Karnataka,Female,51
2477,Intermediate/Pre-University,2012,Himachal Pradesh,Male,50
880,Graduate,2001,Maharashtra,Female,50
485,Diploma,2007,Uttar Pradesh,Male,50
1617,Graduate,2012,Assam,Male,50
3880,Middle,2008,Jharkhand,Female,50
3527,Middle,2003,Himachal Pradesh,Male,50
834,Diploma,2012,Uttar Pradesh,Female,50
5075,Post Graduate and Above,2001,Kerala,Male,50
5888,Primary,2001,Bihar,Female,50
5179,Post Graduate and Above,2002,West Bengal,Male,49
1159,Graduate,2005,Madhya Pradesh,Male,49
1255,Graduate,2006,Uttar Pradesh,Male,49
1133,Graduate,2005,Chhattisgarh,Male,49
243,Diploma,2004,Karnataka,Male,49
3352,Matriculate/Secondary,2012,Tripura,Female,49
6330,Primary,2007,Jharkhand,Female,49
3381,Middle,2001,Goa,Male,49
3567,Middle,2003,Uttarakhand,Male,49
5849,Post Graduate and Above,2012,Madhya Pradesh,Male,49
1632,Graduate,2012,Gujarat,Female,49
3871,Middle,2008,Goa,Male,49
3876,Middle,2008,Himachal Pradesh,Female,49
2480,Intermediate/Pre-University,2012,Jharkhand,Female,49
6215,Primary,2005,Punjab,Male,49
515,Diploma,2008,Haryana,Male,49
6260,Primary,2006,Jharkhand,Female,49
6168,Primary,2005,Bihar,Female,49
2922,Matriculate/Secondary,2006,Puducherry,Female,48
5971,Primary,2002,Goa,Male,48
1240,Graduate,2006,Odisha,Female,48
2830,Matriculate/Secondary,2005,Jharkhand,Female,48
3485,Middle,2002,Punjab,Male,48
2432,Intermediate/Pre-University,2011,Puducherry,Female,48
1317,Graduate,2007,Rajasthan,Male,48
2896,Matriculate/Secondary,2006,Himachal Pradesh,Female,48
3661,Middle,2005,Goa,Male,48
1160,Graduate,2005,Maharashtra,Female,48
4814,No Education,2009,Punjab,Female,48
655,Diploma,2010,Haryana,Male,48
25,Diploma,2001,Haryana,Male,48
1170,Graduate,2005,Odisha,Female,48
1185,Graduate,2005,Uttar Pradesh,Male,48
2739,Matriculate/Secondary,2004,Bihar,Male,48
4997,No Education,2012,Himachal Pradesh,Male,48
2932,Matriculate/Secondary,2006,Tripura,Female,48
6017,Primary,2002,Uttarakhand,Male,48
6400,Primary,2008,Jharkhand,Female,48
1230,Graduate,2006,Maharashtra,Female,47
3438,Middle,2002,Bihar,Female,47
5705,Post Graduate and Above,2010,Kerala,Male,47
3038,Matriculate/Secondary,2008,Jammu & Kashmir,Female,47
35,Diploma,2001,Kerala,Male,47
4159,Middle,2012,Jammu & Kashmir,Male,47
1946,Intermediate/Pre-University,2004,Rajasthan,Female,47
872,Graduate,2001,Karnataka,Female,47
1425,Graduate,2009,Haryana,Male,47
2459,Intermediate/Pre-University,2012,Bihar,Male,47
3283,Matriculate/Secondary,2011,Tripura,Male,47
3834,Middle,2007,Punjab,Female,47
3579,Middle,2004,Bihar,Male,47
5779,Post Graduate and Above,2011,Madhya Pradesh,Male,47
1734,Intermediate/Pre-University,2001,Punjab,Female,47
471,Diploma,2007,Odisha,Male,47
369,Diploma,2006,Delhi,Male,47
3217,Matriculate/Secondary,2010,Uttarakhand,Male,47
6677,Primary,2012,Himachal Pradesh,Male,46
4954,No Education,2011,Punjab,Female,46
810,Diploma,2012,Maharashtra,Female,46
3648,Middle,2005,Bihar,Female,46
245,Diploma,2004,Kerala,Male,46
4151,Middle,2012,Goa,Male,46
3591,Middle,2004,Goa,Male,46
3018,Matriculate/Secondary,2008,Bihar,Female,46
5889,Primary,2001,Bihar,Male,46
1686,Intermediate/Pre-University,2001,Assam,Female,46
3941,Middle,2009,Goa,Male,46
4291,No Education,2002,Goa,Male,46
4473,No Education,2004,Tripura,Male,46
2270,Intermediate/Pre-University,2009,Jharkhand,Female,46
445,Diploma,2007,Haryana,Male,46
1325,Graduate,2007,Uttar Pradesh,Male,45
3430,Middle,2002,A & N Islands,Female,45
1887,Intermediate/Pre-University,2003,Uttarakhand,Male,45
2611,Matriculate/Secondary,2002,Goa,Male,45
3311,Matriculate/Secondary,2012,Goa,Male,45
6507,Primary,2009,Uttarakhand,Male,45
598,Diploma,2009,Madhya Pradesh,Female,45
4509,No Education,2005,Jammu & Kashmir,Male,45
3228,Matriculate/Secondary,2011,Bihar,Female,45
6537,Primary,2010,Himachal Pradesh,Male,45
2340,Intermediate/Pre-University,2010,Jharkhand,Female,45
3739,Middle,2006,Jammu & Kashmir,Male,45
313,Diploma,2005,Karnataka,Male,45
3101,Matriculate/Secondary,2009,Goa,Male,45
4929,No Education,2011,Jammu & Kashmir,Male,45
5772,Post Graduate and Above,2011,Karnataka,Female,45
3108,Matriculate/Secondary,2009,Jammu & Kashmir,Female,45
1152,Graduate,2005,Karnataka,Female,44
1876,Intermediate/Pre-University,2003,Rajasthan,Female,44
4361,No Education,2003,Goa,Male,44
1285,Graduate,2007,Haryana,Male,44
2586,Matriculate/Secondary,2001,Uttarakhand,Female,44
1324,Graduate,2007,Uttar Pradesh,Female,44
1553,Graduate,2011,Chhattisgarh,Male,44
5934,Primary,2001,Punjab,Female,44
3427,Middle,2001,Uttarakhand,Male,44
6678,Primary,2012,Jammu & Kashmir,Female,44
3801,Middle,2007,Goa,Male,44
2319,Intermediate/Pre-University,2010,Bihar,Male,44
5730,Post Graduate and Above,2010,Tamil Nadu,Female,43
5743,Post Graduate and Above,2011,Andhra Pradesh,Male,43
3562,Middle,2003,Tripura,Female,43
2826,Matriculate/Secondary,2005,Himachal Pradesh,Female,43
3596,Middle,2004,Himachal Pradesh,Female,43
2821,Matriculate/Secondary,2005,Goa,Male,43
3921,Middle,2009,A & N Islands,Male,43
3110,Matriculate/Secondary,2009,Jharkhand,Female,43
2249,Intermediate/Pre-University,2009,Bihar,Male,43
3711,Middle,2006,A & N Islands,Male,43
2642,Matriculate/Secondary,2002,Puducherry,Female,43
4087,Middle,2011,Himachal Pradesh,Male,43
725,Diploma,2011,Haryana,Male,43
6117,Primary,2004,Himachal Pradesh,Male,43
3497,Middle,2002,Uttarakhand,Male,43
2048,Intermediate/Pre-University,2006,Delhi,Female,43
2057,Intermediate/Pre-University,2006,Himachal Pradesh,Male,43
4197,Middle,2012,Uttarakhand,Male,43
1262,Graduate,2007,Andhra Pradesh,Female,43
3508,Middle,2003,Bihar,Female,42
529,Diploma,2008,Madhya Pradesh,Male,42
2503,Intermediate/Pre-University,2012,Puducherry,Male,42
4131,Middle,2012,A & N Islands,Male,42
949,Graduate,2002,Madhya Pradesh,Male,42
1019,Graduate,2003,Madhya Pradesh,Male,42
3501,Middle,2003,A & N Islands,Male,42
3967,Middle,2009,Mizoram,Male,42
315,Diploma,2005,Kerala,Male,42
2808,Matriculate/Secondary,2005,Bihar,Female,42
5288,Post Graduate and Above,2004,Madhya Pradesh,Female,42
4501,No Education,2005,Goa,Male,42
2937,Matriculate/Secondary,2006,Uttarakhand,Male,42
3707,Middle,2005,Uttarakhand,Male,42
842,Graduate,2001,Andhra Pradesh,Female,42
3069,Matriculate/Secondary,2008,Sikkim,Male,42
1914,Intermediate/Pre-University,2004,Haryana,Female,42
5100,Post Graduate and Above,2001,Tamil Nadu,Female,42
1966,Intermediate/Pre-University,2005,Assam,Female,41
2969,Matriculate/Secondary,2007,Jammu & Kashmir,Male,41
974,Graduate,2002,Uttar Pradesh,Female,41
2867,Matriculate/Secondary,2005,Uttarakhand,Male,41
5381,Post Graduate and Above,2005,Tamil Nadu,Male,41
2899,Matriculate/Secondary,2006,Jammu & Kashmir,Male,41
2106,Intermediate/Pre-University,2007,Assam,Female,41
6072,Primary,2003,Puducherry,Female,41
2992,Matriculate/Secondary,2007,Puducherry,Female,41
783,Diploma,2012,Chhattisgarh,Male,41
4641,No Education,2007,Goa,Male,41
1882,Intermediate/Pre-University,2003,Tripura,Female,41
1438,Graduate,2009,Madhya Pradesh,Female,41
6086,Primary,2003,Uttarakhand,Female,41
1355,Graduate,2008,Haryana,Male,41
6189,Primary,2005,Jammu & Kashmir,Male,41
632,Diploma,2010,Andhra Pradesh,Female,40
6190,Primary,2005,Jharkhand,Female,40
2016,Intermediate/Pre-University,2005,Rajasthan,Female,40
6428,Primary,2008,Sikkim,Female,40
821,Diploma,2012,Odisha,Male,40
6289,Primary,2006,Sikkim,Male,40
1052,Graduate,2004,Andhra Pradesh,Female,40
2653,Matriculate/Secondary,2002,Tripura,Male,40
5145,Post Graduate and Above,2002,Kerala,Male,40
5463,Post Graduate and Above,2007,Andhra Pradesh,Male,40
95,Diploma,2002,Haryana,Male,40
4044,Middle,2010,Punjab,Female,40
2546,Matriculate/Secondary,2001,Himachal Pradesh,Female,40
6047,Primary,2003,Himachal Pradesh,Male,40
1921,Intermediate/Pre-University,2004,Jharkhand,Male,40
550,Diploma,2008,Tamil Nadu,Female,40
3670,Middle,2005,Jharkhand,Female,40
4851,No Education,2010,Goa,Male,40
4158,Middle,2012,Jammu & Kashmir,Female,40
6028,Primary,2003,Bihar,Female,40
567,Diploma,2009,Assam,Male,40
3063,Matriculate/Secondary,2008,Puducherry,Male,40
208,Diploma,2003,West Bengal,Female,40
2447,Intermediate/Pre-University,2011,Uttarakhand,Male,39
3904,Middle,2008,Punjab,Female,39
1562,Graduate,2011,Gujarat,Female,39
2196,Intermediate/Pre-University,2008,Himachal Pradesh,Female,39
2574,Matriculate/Secondary,2001,Punjab,Female,39
2389,Intermediate/Pre-University,2011,Bihar,Male,39
5845,Post Graduate and Above,2012,Kerala,Male,39
6041,Primary,2003,Goa,Male,39
3879,Middle,2008,Jammu & Kashmir,Male,39
305,Diploma,2005,Haryana,Male,39
1526,Graduate,2010,Rajasthan,Female,39
6634,Primary,2011,Punjab,Female,39
3002,Matriculate/Secondary,2007,Tripura,Female,39
4857,No Education,2010,Himachal Pradesh,Male,39
2295,Intermediate/Pre-University,2009,Punjab,Male,39
3809,Middle,2007,Jammu & Kashmir,Male,39
2686,Matriculate/Secondary,2003,Himachal Pradesh,Female,39
5459,Post Graduate and Above,2006,West Bengal,Male,39
6283,Primary,2006,Puducherry,Male,39
3361,Middle,2001,A & N Islands,Male,39
777,Diploma,2012,Assam,Male,39
5907,Primary,2001,Himachal Pradesh,Male,39
2155,Intermediate/Pre-University,2007,Punjab,Male,39
3387,Middle,2001,Himachal Pradesh,Male,38
6231,Primary,2006,A & N Islands,Male,38
480,Diploma,2007,Tamil Nadu,Female,38
1489,Graduate,2010,Delhi,Male,38
5108,Post Graduate and Above,2001,West Bengal,Female,38
1883,Intermediate/Pre-University,2003,Tripura,Male,38
629,Diploma,2009,West Bengal,Male,38
765,Diploma,2011,Uttar Pradesh,Male,38
1604,Graduate,2011,Uttar Pradesh,Female,38
2163,Intermediate/Pre-University,2007,Tripura,Male,38
891,Graduate,2001,Odisha,Male,38
4336,No Education,2002,Uttarakhand,Female,38
5813,Post Graduate and Above,2012,Andhra Pradesh,Male,38
6099,Primary,2004,Bihar,Male,38
3301,Matriculate/Secondary,2012,Chandigarh,Male,38
4649,No Education,2007,Jammu & Kashmir,Male,38
904,Graduate,2001,Uttar Pradesh,Female,38
4617,No Education,2006,Uttarakhand,Male,38
1299,Graduate,2007,Madhya Pradesh,Male,38
4182,Middle,2012,Puducherry,Female,37
1114,Graduate,2004,Uttar Pradesh,Female,37
1229,Graduate,2006,Madhya Pradesh,Male,37
2891,Matriculate/Secondary,2006,Goa,Male,37
950,Graduate,2002,Maharashtra,Female,37
2756,Matriculate/Secondary,2004,Himachal Pradesh,Female,37
2875,Matriculate/Secondary,2006,Arunachal Pradesh,Male,37
4927,No Education,2011,Himachal Pradesh,Male,37
2671,Matriculate/Secondary,2003,Chandigarh,Male,37
1578,Graduate,2011,Madhya Pradesh,Female,37
3666,Middle,2005,Himachal Pradesh,Female,37
687,Diploma,2010,Rajasthan,Male,37
3641,Middle,2005,A & N Islands,Male,37
4859,No Education,2010,Jammu & Kashmir,Male,37
287,Diploma,2005,Assam,Male,37
853,Graduate,2001,Chhattisgarh,Male,37
5569,Post Graduate and Above,2008,Madhya Pradesh,Male,37
827,Diploma,2012,Rajasthan,Male,37
5633,Post Graduate and Above,2009,Karnataka,Male,37
2471,Intermediate/Pre-University,2012,Goa,Male,37
6111,Primary,2004,Goa,Male,36
555,Diploma,2008,Uttar Pradesh,Male,36
6321,Primary,2007,Goa,Male,36
3011,Matriculate/Secondary,2008,A & N Islands,Male,36
6639,Primary,2011,Sikkim,Male,36
4114,Middle,2011,Punjab,Female,36
3007,Matriculate/Secondary,2007,Uttarakhand,Male,36
1177,Graduate,2005,Rajasthan,Male,36
2085,Intermediate/Pre-University,2006,Punjab,Male,36
1192,Graduate,2006,Andhra Pradesh,Female,36
5875,Post Graduate and Above,2012,Uttar Pradesh,Male,36
3031,Matriculate/Secondary,2008,Goa,Male,36
6354,Primary,2007,Punjab,Female,36
625,Diploma,2009,Uttar Pradesh,Male,36
2197,Intermediate/Pre-University,2008,Himachal Pradesh,Male,36
3414,Middle,2001,Punjab,Female,36
4958,No Education,2011,Sikkim,Female,36
2761,Matriculate/Secondary,2004,Jharkhand,Male,36
1273,Graduate,2007,Chhattisgarh,Male,36
4999,No Education,2012,Jammu & Kashmir,Male,36
410,Diploma,2006,Tamil Nadu,Female,36
2657,Matriculate/Secondary,2002,Uttarakhand,Male,36
3974,Middle,2009,Punjab,Female,36
2516,Intermediate/Pre-University,2012,Uttarakhand,Female,36
6251,Primary,2006,Goa,Male,36
1044,Graduate,2003,Uttar Pradesh,Female,36
897,Graduate,2001,Rajasthan,Male,36
283,Diploma,2005,Andhra Pradesh,Male,36
3987,Middle,2009,Uttarakhand,Male,36
1570,Graduate,2011,Jharkhand,Female,36
4016,Middle,2010,Himachal Pradesh,Female,36
933,Graduate,2002,Gujarat,Male,36
4080,Middle,2011,Goa,Female,36
4679,No Education,2007,Sikkim,Male,36
337,Diploma,2005,Rajasthan,Male,36
4086,Middle,2011,Himachal Pradesh,Female,36
2410,Intermediate/Pre-University,2011,Jharkhand,Female,35
585,Diploma,2009,Haryana,Male,35
1035,Graduate,2003,Punjab,Male,35
4464,No Education,2004,Punjab,Female,35
1213,Graduate,2006,Gujarat,Male,35
6499,Primary,2009,Sikkim,Male,35
1209,Graduate,2006,Delhi,Male,35
2407,Intermediate/Pre-University,2011,Himachal Pradesh,Male,35
4928,No Education,2011,Jammu & Kashmir,Female,35
1203,Graduate,2006,Chhattisgarh,Male,35
740,Diploma,2011,Maharashtra,Female,35
695,Diploma,2010,Uttar Pradesh,Male,35
3349,Matriculate/Secondary,2012,Sikkim,Male,35
4367,No Education,2003,Himachal Pradesh,Male,35
5835,Post Graduate and Above,2012,Haryana,Male,35
3282,Matriculate/Secondary,2011,Tripura,Female,35
562,Diploma,2009,Andhra Pradesh,Female,35
1143,Graduate,2005,Gujarat,Male,35
2528,Matriculate/Secondary,2001,Bihar,Female,35
209,Diploma,2003,West Bengal,Male,35
1953,Intermediate/Pre-University,2004,Tripura,Male,35
4018,Middle,2010,Jammu & Kashmir,Female,35
1349,Graduate,2008,Delhi,Male,35
1805,Intermediate/Pre-University,2002,Punjab,Male,35
275,Diploma,2004,Uttar Pradesh,Male,35
1816,Intermediate/Pre-University,2002,Uttarakhand,Female,35
4711,No Education,2008,Goa,Male,35
2993,Matriculate/Secondary,2007,Puducherry,Male,35
1847,Intermediate/Pre-University,2003,Himachal Pradesh,Male,35
879,Graduate,2001,Madhya Pradesh,Male,35
3552,Middle,2003,Puducherry,Female,35
1419,Graduate,2009,Delhi,Male,35
4608,No Education,2006,Sikkim,Female,35
3870,Middle,2008,Goa,Female,35
3736,Middle,2006,Himachal Pradesh,Female,35
4858,No Education,2010,Jammu & Kashmir,Female,34
1368,Graduate,2008,Madhya Pradesh,Female,34
2862,Matriculate/Secondary,2005,Tripura,Female,34
2225,Intermediate/Pre-University,2008,Punjab,Male,34
3718,Middle,2006,Bihar,Female,34
1122,Graduate,2005,Andhra Pradesh,Female,34
6227,Primary,2005,Uttarakhand,Male,34
1386,Graduate,2008,Rajasthan,Female,34
3216,Matriculate/Secondary,2010,Uttarakhand,Female,34
5775,Post Graduate and Above,2011,Kerala,Male,34
2318,Intermediate/Pre-University,2010,Bihar,Female,34
1073,Graduate,2004,Gujarat,Male,34
1018,Graduate,2003,Madhya Pradesh,Female,34
6256,Primary,2006,Himachal Pradesh,Female,34
1030,Graduate,2003,Odisha,Female,34
1012,Graduate,2003,Karnataka,Female,34
5310,Post Graduate and Above,2004,Tamil Nadu,Female,34
6601,Primary,2011,Goa,Male,34
1337,Graduate,2008,Assam,Male,34
3456,Middle,2002,Himachal Pradesh,Female,34
3526,Middle,2003,Himachal Pradesh,Female,34
1279,Graduate,2007,Delhi,Male,34
5901,Primary,2001,Goa,Male,34
1316,Graduate,2007,Rajasthan,Female,34
5906,Primary,2001,Himachal Pradesh,Female,34
6467,Primary,2009,Himachal Pradesh,Male,34
2124,Intermediate/Pre-University,2007,Haryana,Female,34
3949,Middle,2009,Jammu & Kashmir,Male,34
4088,Middle,2011,Jammu & Kashmir,Female,34
769,Diploma,2011,West Bengal,Male,34
5823,Post Graduate and Above,2012,Chhattisgarh,Male,34
5221,Post Graduate and Above,2003,Maharashtra,Male,34
4827,No Education,2009,Uttarakhand,Male,34
3600,Middle,2004,Jharkhand,Female,33
5081,Post Graduate and Above,2001,Maharashtra,Male,33
2941,Matriculate/Secondary,2007,A & N Islands,Male,33
4781,No Education,2009,Goa,Male,33
5708,Post Graduate and Above,2010,Madhya Pradesh,Female,33
6577,Primary,2010,Uttarakhand,Male,33
5946,Primary,2001,Uttarakhand,Female,33
4394,No Education,2003,Punjab,Female,33
3178,Matriculate/Secondary,2010,Jammu & Kashmir,Female,33
6531,Primary,2010,Goa,Male,33
4578,No Education,2006,Jammu & Kashmir,Female,33
4337,No Education,2002,Uttarakhand,Male,33
5529,Post Graduate and Above,2007,West Bengal,Male,33
5791,Post Graduate and Above,2011,Odisha,Male,33
3337,Matriculate/Secondary,2012,Mizoram,Male,33
5977,Primary,2002,Himachal Pradesh,Male,33
3777,Middle,2006,Uttarakhand,Male,33
3360,Middle,2001,A & N Islands,Female,33
454,Diploma,2007,Kerala,Female,33
1088,Graduate,2004,Madhya Pradesh,Female,33
890,Graduate,2001,Odisha,Female,33
2027,Intermediate/Pre-University,2005,Uttarakhand,Male,33
2248,Intermediate/Pre-University,2009,Bihar,Female,33
1003,Graduate,2003,Gujarat,Male,33
750,Diploma,2011,Odisha,Female,33
670,Diploma,2010,Maharashtra,Female,33
2616,Matriculate/Secondary,2002,Himachal Pradesh,Female,33
1483,Graduate,2010,Chhattisgarh,Male,33
175,Diploma,2003,Kerala,Male,33
1254,Graduate,2006,Uttar Pradesh,Female,33
1774,Intermediate/Pre-University,2002,Haryana,Female,33
1456,Graduate,2009,Rajasthan,Female,32
5565,Post Graduate and Above,2008,Kerala,Male,32
3806,Middle,2007,Himachal Pradesh,Female,32
5703,Post Graduate and Above,2010,Karnataka,Male,32
2036,Intermediate/Pre-University,2006,Assam,Female,32
5635,Post Graduate and Above,2009,Kerala,Male,32
4826,No Education,2009,Uttarakhand,Female,32
1394,Graduate,2008,Uttar Pradesh,Female,32
5651,Post Graduate and Above,2009,Odisha,Male,32
3776,Middle,2006,Uttarakhand,Female,32
2179,Intermediate/Pre-University,2008,Bihar,Male,32
