,State,Year,Type,Gender,Total
4026,Uttarakhand,2007,Seperated,Female,3
1669,Himachal Pradesh,2011,Widowed/Widower,Male,3
3581,Sikkim,2011,Divorcee,Male,3
1566,Himachal Pradesh,2001,Seperated,Female,3
2506,Maharashtra,2011,Seperated,Female,3
1646,Himachal Pradesh,2009,Seperated,Female,3
1151,Delhi,2008,Divorcee,Male,3
1002,Daman & Diu,2005,Married,Female,3
1150,Delhi,2008,Divorcee,Female,3
2720,Meghalaya,2009,Divorcee,Female,3
1022,Daman & Diu,2007,Married,Female,3
1831,Jharkhand,2004,Divorcee,Male,3
1138,Delhi,2006,Widowed/Widower,Female,3
1707,Jammu & Kashmir,2003,Seperated,Male,3
2707,Meghalaya,2007,Seperated,Male,3
2944,Nagaland,2007,Never Married,Female,3
3509,Sikkim,2003,Widowed/Widower,Male,3
751,Chhattisgarh,2004,Divorcee,Male,3
2728,Meghalaya,2009,Widowed/Widower,Female,3
1561,Himachal Pradesh,2001,Divorcee,Male,3
1560,Himachal Pradesh,2001,Divorcee,Female,3
1090,Delhi,2002,Divorcee,Female,3
1546,Haryana,2011,Seperated,Female,3
3580,Sikkim,2011,Divorcee,Female,3
1180,Delhi,2011,Divorcee,Female,3
1181,Delhi,2011,Divorcee,Male,3
1530,Haryana,2010,Divorcee,Female,3
884,D & N Haveli,2005,Never Married,Female,3
1696,Jammu & Kashmir,2002,Seperated,Female,3
1520,Haryana,2009,Divorcee,Female,3
995,Daman & Diu,2004,Never Married,Male,3
318,Arunachal Pradesh,2008,Widowed/Widower,Female,3
560,Bihar,2009,Divorcee,Female,3
1219,Goa,2002,Widowed/Widower,Male,3
1259,Goa,2006,Widowed/Widower,Male,3
1298,Goa,2010,Widowed/Widower,Female,3
4061,Uttarakhand,2011,Divorcee,Male,3
1616,Himachal Pradesh,2006,Seperated,Female,3
962,Daman & Diu,2001,Married,Female,3
3487,Sikkim,2001,Seperated,Male,3
2975,Nagaland,2010,Never Married,Male,3
4068,Uttarakhand,2011,Widowed/Widower,Female,3
501,Bihar,2003,Divorcee,Male,3
99,A & N Islands,2010,Widowed/Widower,Male,3
3257,Punjab,2002,Seperated,Male,3
1631,Himachal Pradesh,2008,Divorcee,Male,3
4078,Uttarakhand,2012,Widowed/Widower,Female,3
2572,Manipur,2006,Married,Female,3
1701,Jammu & Kashmir,2003,Divorcee,Male,3
1728,Jammu & Kashmir,2005,Widowed/Widower,Female,3
2894,Nagaland,2002,Never Married,Female,3
3807,Tripura,2009,Seperated,Male,3
3747,Tripura,2003,Seperated,Male,3
3587,Sikkim,2011,Seperated,Male,3
328,Arunachal Pradesh,2009,Widowed/Widower,Female,3
740,Chhattisgarh,2003,Divorcee,Female,3
2905,Nagaland,2003,Never Married,Male,3
2907,Nagaland,2003,Seperated,Male,3
1767,Jammu & Kashmir,2009,Seperated,Male,3
2912,Nagaland,2004,Married,Female,3
1619,Himachal Pradesh,2006,Widowed/Widower,Male,3
2914,Nagaland,2004,Never Married,Female,3
2984,Nagaland,2011,Never Married,Female,3
4007,Uttarakhand,2005,Seperated,Male,3
1719,Jammu & Kashmir,2004,Widowed/Widower,Male,3
1038,Daman & Diu,2008,Widowed/Widower,Female,3
1668,Himachal Pradesh,2011,Widowed/Widower,Female,3
1238,Goa,2004,Widowed/Widower,Female,3
1950,Karnataka,2004,Divorcee,Female,3
3491,Sikkim,2002,Divorcee,Male,3
1780,Jammu & Kashmir,2011,Divorcee,Female,2
2741,Meghalaya,2011,Divorcee,Male,2
359,Arunachal Pradesh,2012,Widowed/Widower,Male,2
2739,Meghalaya,2010,Widowed/Widower,Male,2
2222,Lakshadweep,2007,Married,Female,2
3970,Uttarakhand,2002,Divorcee,Female,2
984,Daman & Diu,2003,Never Married,Female,2
3586,Sikkim,2011,Seperated,Female,2
1248,Goa,2005,Widowed/Widower,Female,2
2679,Meghalaya,2004,Widowed/Widower,Male,2
3996,Uttarakhand,2004,Seperated,Female,2
97,A & N Islands,2010,Seperated,Male,2
3490,Sikkim,2002,Divorcee,Female,2
2849,Mizoram,2009,Widowed/Widower,Male,2
98,A & N Islands,2010,Widowed/Widower,Female,2
2748,Meghalaya,2011,Widowed/Widower,Female,2
1709,Jammu & Kashmir,2003,Widowed/Widower,Male,2
1190,Delhi,2012,Divorcee,Female,2
3159,Puducherry,2004,Widowed/Widower,Male,2
1700,Jammu & Kashmir,2003,Divorcee,Female,2
2668,Meghalaya,2003,Widowed/Widower,Female,2
2759,Meghalaya,2012,Widowed/Widower,Male,2
3967,Uttarakhand,2001,Seperated,Male,2
2760,Mizoram,2001,Divorcee,Female,2
2762,Mizoram,2001,Married,Female,2
3288,Punjab,2005,Widowed/Widower,Female,2
3149,Puducherry,2003,Widowed/Widower,Male,2
946,D & N Haveli,2011,Seperated,Female,2
3971,Uttarakhand,2002,Divorcee,Male,2
3526,Sikkim,2005,Seperated,Female,2
869,D & N Haveli,2003,Widowed/Widower,Male,2
1586,Himachal Pradesh,2003,Seperated,Female,2
3570,Sikkim,2010,Divorcee,Female,2
1580,Himachal Pradesh,2003,Divorcee,Female,2
3508,Sikkim,2003,Widowed/Widower,Female,2
2699,Meghalaya,2006,Widowed/Widower,Male,2
1716,Jammu & Kashmir,2004,Seperated,Female,2
3320,Punjab,2009,Divorcee,Female,2
1118,Delhi,2004,Widowed/Widower,Female,2
1808,Jharkhand,2001,Widowed/Widower,Female,2
2922,Nagaland,2005,Married,Female,2
2709,Meghalaya,2007,Widowed/Widower,Male,2
3538,Sikkim,2006,Widowed/Widower,Female,2
948,D & N Haveli,2011,Widowed/Widower,Female,2
741,Chhattisgarh,2003,Divorcee,Male,2
810,Chhattisgarh,2010,Divorcee,Female,2
490,Bihar,2002,Divorcee,Female,2
2718,Meghalaya,2008,Widowed/Widower,Female,2
1609,Himachal Pradesh,2005,Widowed/Widower,Male,2
1588,Himachal Pradesh,2003,Widowed/Widower,Female,2
1670,Himachal Pradesh,2012,Divorcee,Female,2
1569,Himachal Pradesh,2001,Widowed/Widower,Male,2
801,Chhattisgarh,2009,Divorcee,Male,2
1148,Delhi,2007,Widowed/Widower,Female,2
2992,Nagaland,2012,Married,Female,2
1766,Jammu & Kashmir,2009,Seperated,Female,2
1568,Himachal Pradesh,2001,Widowed/Widower,Female,2
1698,Jammu & Kashmir,2002,Widowed/Widower,Female,2
874,D & N Haveli,2004,Never Married,Female,2
844,D & N Haveli,2001,Never Married,Female,2
567,Bihar,2009,Seperated,Male,2
2841,Mizoram,2009,Divorcee,Male,2
1688,Jammu & Kashmir,2001,Widowed/Widower,Female,2
3589,Sikkim,2011,Widowed/Widower,Male,2
1717,Jammu & Kashmir,2004,Seperated,Male,2
781,Chhattisgarh,2007,Divorcee,Male,2
3520,Sikkim,2005,Divorcee,Female,2
1747,Jammu & Kashmir,2007,Seperated,Male,2
1308,Goa,2011,Widowed/Widower,Female,2
2837,Mizoram,2008,Seperated,Male,2
1748,Jammu & Kashmir,2007,Widowed/Widower,Female,2
2964,Nagaland,2009,Never Married,Female,2
2876,Mizoram,2012,Seperated,Female,2
2542,Manipur,2003,Married,Female,2
2834,Mizoram,2008,Never Married,Female,2
2648,Meghalaya,2001,Widowed/Widower,Female,2
1228,Goa,2003,Widowed/Widower,Female,2
248,Arunachal Pradesh,2001,Widowed/Widower,Female,2
2832,Mizoram,2008,Married,Female,2
2820,Mizoram,2007,Divorcee,Female,2
1597,Himachal Pradesh,2004,Seperated,Male,2
1600,Himachal Pradesh,2005,Divorcee,Female,2
2868,Mizoram,2011,Widowed/Widower,Female,2
1289,Goa,2009,Widowed/Widower,Male,2
517,Bihar,2004,Seperated,Male,2
3489,Sikkim,2001,Widowed/Widower,Male,2
1901,Jharkhand,2011,Divorcee,Male,2
1720,Jammu & Kashmir,2005,Divorcee,Female,2
2827,Mizoram,2007,Seperated,Male,2
2564,Manipur,2005,Never Married,Female,2
2838,Mizoram,2008,Widowed/Widower,Female,2
1311,Goa,2012,Divorcee,Male,2
972,Daman & Diu,2002,Married,Female,2
1025,Daman & Diu,2007,Never Married,Male,2
811,Chhattisgarh,2010,Divorcee,Male,2
2774,Mizoram,2002,Never Married,Female,2
994,Daman & Diu,2004,Never Married,Female,2
2562,Manipur,2005,Married,Female,2
993,Daman & Diu,2004,Married,Male,2
3741,Tripura,2003,Divorcee,Male,2
3540,Sikkim,2007,Divorcee,Female,2
3997,Uttarakhand,2004,Seperated,Male,2
4000,Uttarakhand,2005,Divorcee,Female,2
2784,Mizoram,2003,Never Married,Female,2
4077,Uttarakhand,2012,Seperated,Male,2
1736,Jammu & Kashmir,2006,Seperated,Female,2
4037,Uttarakhand,2008,Seperated,Male,2
3551,Sikkim,2008,Divorcee,Male,2
4031,Uttarakhand,2008,Divorcee,Male,2
2799,Mizoram,2004,Widowed/Widower,Male,2
3550,Sikkim,2008,Divorcee,Female,2
3740,Tripura,2003,Divorcee,Female,2
664,Chandigarh,2007,Never Married,Female,2
1740,Jammu & Kashmir,2007,Divorcee,Female,2
3250,Punjab,2002,Divorcee,Female,1
3310,Punjab,2008,Divorcee,Female,1
1651,Himachal Pradesh,2010,Divorcee,Male,1
3321,Punjab,2009,Divorcee,Male,1
3330,Punjab,2010,Divorcee,Female,1
3349,Punjab,2011,Widowed/Widower,Male,1
3326,Punjab,2009,Seperated,Female,1
1621,Himachal Pradesh,2007,Divorcee,Male,1
858,D & N Haveli,2002,Widowed/Widower,Female,1
3351,Punjab,2012,Divorcee,Male,1
3270,Punjab,2004,Divorcee,Female,1
1629,Himachal Pradesh,2007,Widowed/Widower,Male,1
3256,Punjab,2002,Seperated,Female,1
31,A & N Islands,2004,Divorcee,Male,1
860,D & N Haveli,2003,Divorcee,Female,1
3266,Punjab,2003,Seperated,Female,1
1590,Himachal Pradesh,2004,Divorcee,Female,1
3258,Punjab,2002,Widowed/Widower,Female,1
1626,Himachal Pradesh,2007,Seperated,Female,1
3976,Uttarakhand,2002,Seperated,Female,1
864,D & N Haveli,2003,Never Married,Female,1
1130,Delhi,2006,Divorcee,Female,1
2738,Meghalaya,2010,Widowed/Widower,Female,1
2737,Meghalaya,2010,Seperated,Male,1
2727,Meghalaya,2009,Seperated,Male,1
1141,Delhi,2007,Divorcee,Male,1
2717,Meghalaya,2008,Seperated,Male,1
1140,Delhi,2007,Divorcee,Female,1
2706,Meghalaya,2007,Seperated,Female,1
2687,Meghalaya,2005,Seperated,Male,1
267,Arunachal Pradesh,2003,Seperated,Male,1
2701,Meghalaya,2007,Divorcee,Male,1
2697,Meghalaya,2006,Seperated,Male,1
1111,Delhi,2004,Divorcee,Male,1
1110,Delhi,2004,Divorcee,Female,1
350,Arunachal Pradesh,2012,Divorcee,Female,1
2750,Meghalaya,2012,Divorcee,Female,1
1191,Delhi,2012,Divorcee,Male,1
989,Daman & Diu,2003,Widowed/Widower,Male,1
2758,Meghalaya,2012,Widowed/Widower,Female,1
2767,Mizoram,2001,Seperated,Male,1
1216,Goa,2002,Seperated,Female,1
2778,Mizoram,2002,Widowed/Widower,Female,1
2779,Mizoram,2002,Widowed/Widower,Male,1
4030,Uttarakhand,2008,Divorcee,Female,1
2794,Mizoram,2004,Never Married,Female,1
2273,Lakshadweep,2012,Married,Male,1
4036,Uttarakhand,2008,Seperated,Female,1
2798,Mizoram,2004,Widowed/Widower,Female,1
4040,Uttarakhand,2009,Divorcee,Female,1
4041,Uttarakhand,2009,Divorcee,Male,1
867,D & N Haveli,2003,Seperated,Male,1
2824,Mizoram,2007,Never Married,Female,1
3507,Sikkim,2003,Seperated,Male,1
269,Arunachal Pradesh,2003,Widowed/Widower,Male,1
2828,Mizoram,2007,Widowed/Widower,Female,1
1031,Daman & Diu,2008,Divorcee,Male,1
2584,Manipur,2007,Never Married,Female,1
2579,Manipur,2006,Widowed/Widower,Male,1
3991,Uttarakhand,2004,Divorcee,Male,1
2552,Manipur,2004,Married,Female,1
1034,Daman & Diu,2008,Never Married,Female,1
1032,Daman & Diu,2008,Married,Female,1
3981,Uttarakhand,2003,Divorcee,Male,1
2677,Meghalaya,2004,Seperated,Male,1
1019,Daman & Diu,2006,Widowed/Widower,Male,1
3966,Uttarakhand,2001,Seperated,Female,1
3969,Uttarakhand,2001,Widowed/Widower,Male,1
3977,Uttarakhand,2002,Seperated,Male,1
670,Chandigarh,2008,Divorcee,Female,1
1007,Daman & Diu,2005,Seperated,Male,1
311,Arunachal Pradesh,2008,Divorcee,Male,1
1049,Daman & Diu,2009,Widowed/Widower,Male,1
3530,Sikkim,2006,Divorcee,Female,1
3527,Sikkim,2005,Seperated,Male,1
321,Arunachal Pradesh,2009,Divorcee,Male,1
4001,Uttarakhand,2005,Divorcee,Male,1
2618,Manipur,2010,Widowed/Widower,Female,1
1067,Daman & Diu,2011,Seperated,Male,1
2638,Manipur,2012,Widowed/Widower,Female,1
2646,Meghalaya,2001,Seperated,Female,1
3514,Sikkim,2004,Never Married,Female,1
1074,Daman & Diu,2012,Never Married,Female,1
1077,Daman & Diu,2012,Seperated,Male,1
2658,Meghalaya,2002,Widowed/Widower,Female,1
2662,Meghalaya,2003,Married,Female,1
1080,Delhi,2001,Divorcee,Female,1
2667,Meghalaya,2003,Seperated,Male,1
2826,Mizoram,2007,Seperated,Female,1
2822,Mizoram,2007,Married,Female,1
2252,Lakshadweep,2010,Married,Female,1
930,D & N Haveli,2010,Divorcee,Female,1
258,Arunachal Pradesh,2002,Widowed/Widower,Female,1
1237,Goa,2004,Seperated,Male,1
957,D & N Haveli,2012,Seperated,Male,1
1239,Goa,2004,Widowed/Widower,Male,1
1246,Goa,2005,Seperated,Female,1
1249,Goa,2005,Widowed/Widower,Male,1
951,D & N Haveli,2012,Divorcee,Male,1
1809,Jharkhand,2001,Widowed/Widower,Male,1
1269,Goa,2007,Widowed/Widower,Male,1
510,Bihar,2004,Divorcee,Female,1
939,D & N Haveli,2010,Widowed/Widower,Male,1
511,Bihar,2004,Divorcee,Male,1
1279,Goa,2008,Widowed/Widower,Male,1
1280,Goa,2009,Divorcee,Female,1
929,D & N Haveli,2009,Widowed/Widower,Male,1
964,Daman & Diu,2001,Never Married,Female,1
1291,Goa,2010,Divorcee,Male,1
49,A & N Islands,2005,Widowed/Widower,Male,1
920,D & N Haveli,2009,Divorcee,Female,1
1296,Goa,2010,Seperated,Female,1
1300,Goa,2011,Divorcee,Female,1
907,D & N Haveli,2007,Seperated,Male,1
897,D & N Haveli,2006,Seperated,Male,1
541,Bihar,2007,Divorcee,Male,1
1480,Haryana,2005,Divorcee,Female,1
566,Bihar,2009,Seperated,Female,1
888,D & N Haveli,2005,Widowed/Widower,Female,1
1570,Himachal Pradesh,2002,Divorcee,Female,1
710,Chandigarh,2012,Divorcee,Female,1
1571,Himachal Pradesh,2002,Divorcee,Male,1
1800,Jharkhand,2001,Divorcee,Female,1
1801,Jharkhand,2001,Divorcee,Male,1
2926,Nagaland,2005,Seperated,Female,1
2242,Lakshadweep,2009,Married,Female,1
2888,Nagaland,2001,Widowed/Widower,Female,1
2898,Nagaland,2002,Widowed/Widower,Female,1
3486,Sikkim,2001,Seperated,Female,1
2223,Lakshadweep,2007,Married,Male,1
2904,Nagaland,2003,Never Married,Female,1
246,Arunachal Pradesh,2001,Seperated,Female,1
2991,Nagaland,2012,Divorcee,Male,1
2927,Nagaland,2005,Seperated,Male,1
2867,Mizoram,2011,Seperated,Male,1
4066,Uttarakhand,2011,Seperated,Female,1
2213,Lakshadweep,2006,Married,Male,1
2860,Mizoram,2011,Divorcee,Female,1
2212,Lakshadweep,2006,Married,Female,1
1778,Jammu & Kashmir,2010,Widowed/Widower,Female,1
1691,Jammu & Kashmir,2002,Divorcee,Male,1
107,A & N Islands,2011,Seperated,Male,1
2972,Nagaland,2010,Married,Female,1
100,A & N Islands,2011,Divorcee,Female,1
2183,Lakshadweep,2003,Married,Male,1
2182,Lakshadweep,2003,Married,Female,1
4056,Uttarakhand,2010,Seperated,Female,1
91,A & N Islands,2010,Divorcee,Male,1
28,A & N Islands,2003,Widowed/Widower,Female,0
19,A & N Islands,2002,Widowed/Widower,Male,0
666,Chandigarh,2007,Seperated,Female,0
16,A & N Islands,2002,Seperated,Female,0
17,A & N Islands,2002,Seperated,Male,0
18,A & N Islands,2002,Widowed/Widower,Female,0
26,A & N Islands,2003,Seperated,Female,0
6,A & N Islands,2001,Seperated,Female,0
20,A & N Islands,2003,Divorcee,Female,0
27,A & N Islands,2003,Seperated,Male,0
7,A & N Islands,2001,Seperated,Male,0
8,A & N Islands,2001,Widowed/Widower,Female,0
11,A & N Islands,2002,Divorcee,Male,0
668,Chandigarh,2007,Widowed/Widower,Female,0
667,Chandigarh,2007,Seperated,Male,0
21,A & N Islands,2003,Divorcee,Male,0
9,A & N Islands,2001,Widowed/Widower,Male,0
10,A & N Islands,2002,Divorcee,Female,0
29,A & N Islands,2003,Widowed/Widower,Male,0
76,A & N Islands,2008,Seperated,Female,0
30,A & N Islands,2004,Divorcee,Female,0
259,Arunachal Pradesh,2002,Widowed/Widower,Male,0
3820,Tripura,2011,Divorcee,Female,0
3821,Tripura,2011,Divorcee,Male,0
256,Arunachal Pradesh,2002,Seperated,Female,0
257,Arunachal Pradesh,2002,Seperated,Male,0
4060,Uttarakhand,2011,Divorcee,Female,0
4058,Uttarakhand,2010,Widowed/Widower,Female,0
3829,Tripura,2011,Widowed/Widower,Male,0
3830,Tripura,2012,Divorcee,Female,0
3831,Tripura,2012,Divorcee,Male,0
4051,Uttarakhand,2010,Divorcee,Male,0
347,Arunachal Pradesh,2011,Seperated,Male,0
4050,Uttarakhand,2010,Divorcee,Female,0
260,Arunachal Pradesh,2003,Divorcee,Female,0
261,Arunachal Pradesh,2003,Divorcee,Male,0
266,Arunachal Pradesh,2003,Seperated,Female,0
358,Arunachal Pradesh,2012,Widowed/Widower,Female,0
357,Arunachal Pradesh,2012,Seperated,Male,0
356,Arunachal Pradesh,2012,Seperated,Female,0
351,Arunachal Pradesh,2012,Divorcee,Male,0
349,Arunachal Pradesh,2011,Widowed/Widower,Male,0
3819,Tripura,2010,Widowed/Widower,Male,0
3817,Tripura,2010,Seperated,Male,0
3816,Tripura,2010,Seperated,Female,0
4071,Uttarakhand,2012,Divorcee,Male,0
240,Arunachal Pradesh,2001,Divorcee,Female,0
241,Arunachal Pradesh,2001,Divorcee,Male,0
3786,Tripura,2007,Seperated,Female,0
3787,Tripura,2007,Seperated,Male,0
3790,Tripura,2008,Divorcee,Female,0
3791,Tripura,2008,Divorcee,Male,0
247,Arunachal Pradesh,2001,Seperated,Male,0
3796,Tripura,2008,Seperated,Female,0
3797,Tripura,2008,Seperated,Male,0
249,Arunachal Pradesh,2001,Widowed/Widower,Male,0
3799,Tripura,2008,Widowed/Widower,Male,0
3800,Tripura,2009,Divorcee,Female,0
3801,Tripura,2009,Divorcee,Male,0
250,Arunachal Pradesh,2002,Divorcee,Female,0
3806,Tripura,2009,Seperated,Female,0
3810,Tripura,2010,Divorcee,Female,0
3811,Tripura,2010,Divorcee,Male,0
4076,Uttarakhand,2012,Seperated,Female,0
251,Arunachal Pradesh,2002,Divorcee,Male,0
348,Arunachal Pradesh,2011,Widowed/Widower,Female,0
268,Arunachal Pradesh,2003,Widowed/Widower,Female,0
3781,Tripura,2007,Divorcee,Male,0
289,Arunachal Pradesh,2005,Widowed/Widower,Male,0
306,Arunachal Pradesh,2007,Seperated,Female,0
301,Arunachal Pradesh,2007,Divorcee,Male,0
300,Arunachal Pradesh,2007,Divorcee,Female,0
299,Arunachal Pradesh,2006,Widowed/Widower,Male,0
298,Arunachal Pradesh,2006,Widowed/Widower,Female,0
297,Arunachal Pradesh,2006,Seperated,Male,0
296,Arunachal Pradesh,2006,Seperated,Female,0
291,Arunachal Pradesh,2006,Divorcee,Male,0
290,Arunachal Pradesh,2006,Divorcee,Female,0
288,Arunachal Pradesh,2005,Widowed/Widower,Female,0
346,Arunachal Pradesh,2011,Seperated,Female,0
287,Arunachal Pradesh,2005,Seperated,Male,0
286,Arunachal Pradesh,2005,Seperated,Female,0
3986,Uttarakhand,2003,Seperated,Female,0
276,Arunachal Pradesh,2004,Seperated,Female,0
277,Arunachal Pradesh,2004,Seperated,Male,0
3961,Uttarakhand,2001,Divorcee,Male,0
281,Arunachal Pradesh,2005,Divorcee,Male,0
280,Arunachal Pradesh,2005,Divorcee,Female,0
279,Arunachal Pradesh,2004,Widowed/Widower,Male,0
307,Arunachal Pradesh,2007,Seperated,Male,0
308,Arunachal Pradesh,2007,Widowed/Widower,Female,0
309,Arunachal Pradesh,2007,Widowed/Widower,Male,0
310,Arunachal Pradesh,2008,Divorcee,Female,0
341,Arunachal Pradesh,2011,Divorcee,Male,0
340,Arunachal Pradesh,2011,Divorcee,Female,0
339,Arunachal Pradesh,2010,Widowed/Widower,Male,0
338,Arunachal Pradesh,2010,Widowed/Widower,Female,0
337,Arunachal Pradesh,2010,Seperated,Male,0
336,Arunachal Pradesh,2010,Seperated,Female,0
4006,Uttarakhand,2005,Seperated,Female,0
270,Arunachal Pradesh,2004,Divorcee,Female,0
3556,Sikkim,2008,Seperated,Female,0
271,Arunachal Pradesh,2004,Divorcee,Male,0
331,Arunachal Pradesh,2010,Divorcee,Male,0
330,Arunachal Pradesh,2010,Divorcee,Female,0
329,Arunachal Pradesh,2009,Widowed/Widower,Male,0
327,Arunachal Pradesh,2009,Seperated,Male,0
326,Arunachal Pradesh,2009,Seperated,Female,0
320,Arunachal Pradesh,2009,Divorcee,Female,0
319,Arunachal Pradesh,2008,Widowed/Widower,Male,0
317,Arunachal Pradesh,2008,Seperated,Male,0
316,Arunachal Pradesh,2008,Seperated,Female,0
119,A & N Islands,2012,Widowed/Widower,Male,0
3780,Tripura,2007,Divorcee,Female,0
661,Chandigarh,2007,Divorcee,Male,0
616,Chandigarh,2002,Seperated,Female,0
628,Chandigarh,2003,Widowed/Widower,Female,0
627,Chandigarh,2003,Seperated,Male,0
626,Chandigarh,2003,Seperated,Female,0
39,A & N Islands,2004,Widowed/Widower,Male,0
621,Chandigarh,2003,Divorcee,Male,0
620,Chandigarh,2003,Divorcee,Female,0
619,Chandigarh,2002,Widowed/Widower,Male,0
618,Chandigarh,2002,Widowed/Widower,Female,0
617,Chandigarh,2002,Seperated,Male,0
40,A & N Islands,2005,Divorcee,Female,0
581,Bihar,2011,Divorcee,Male,0
611,Chandigarh,2002,Divorcee,Male,0
610,Chandigarh,2002,Divorcee,Female,0
609,Chandigarh,2001,Widowed/Widower,Male,0
608,Chandigarh,2001,Widowed/Widower,Female,0
607,Chandigarh,2001,Seperated,Male,0
606,Chandigarh,2001,Seperated,Female,0
601,Chandigarh,2001,Divorcee,Male,0
600,Chandigarh,2001,Divorcee,Female,0
591,Bihar,2012,Divorcee,Male,0
629,Chandigarh,2003,Widowed/Widower,Male,0
630,Chandigarh,2004,Divorcee,Female,0
631,Chandigarh,2004,Divorcee,Male,0
636,Chandigarh,2004,Seperated,Female,0
660,Chandigarh,2007,Divorcee,Female,0
659,Chandigarh,2006,Widowed/Widower,Male,0
658,Chandigarh,2006,Widowed/Widower,Female,0
657,Chandigarh,2006,Seperated,Male,0
656,Chandigarh,2006,Seperated,Female,0
651,Chandigarh,2006,Divorcee,Male,0
650,Chandigarh,2006,Divorcee,Female,0
649,Chandigarh,2005,Widowed/Widower,Male,0
648,Chandigarh,2005,Widowed/Widower,Female,0
647,Chandigarh,2005,Seperated,Male,0
646,Chandigarh,2005,Seperated,Female,0
36,A & N Islands,2004,Seperated,Female,0
641,Chandigarh,2005,Divorcee,Male,0
640,Chandigarh,2005,Divorcee,Female,0
639,Chandigarh,2004,Widowed/Widower,Male,0
37,A & N Islands,2004,Seperated,Male,0
38,A & N Islands,2004,Widowed/Widower,Female,0
638,Chandigarh,2004,Widowed/Widower,Female,0
637,Chandigarh,2004,Seperated,Male,0
590,Bihar,2012,Divorcee,Female,0
41,A & N Islands,2005,Divorcee,Male,0
118,A & N Islands,2012,Widowed/Widower,Female,0
106,A & N Islands,2011,Seperated,Female,0
86,A & N Islands,2009,Seperated,Female,0
87,A & N Islands,2009,Seperated,Male,0
3748,Tripura,2003,Widowed/Widower,Female,0
88,A & N Islands,2009,Widowed/Widower,Female,0
89,A & N Islands,2009,Widowed/Widower,Male,0
90,A & N Islands,2010,Divorcee,Female,0
3756,Tripura,2004,Seperated,Female,0
96,A & N Islands,2010,Seperated,Female,0
101,A & N Islands,2011,Divorcee,Male,0
3770,Tripura,2006,Divorcee,Female,0
46,A & N Islands,2005,Seperated,Female,0
108,A & N Islands,2011,Widowed/Widower,Female,0
3771,Tripura,2006,Divorcee,Male,0
109,A & N Islands,2011,Widowed/Widower,Male,0
110,A & N Islands,2012,Divorcee,Female,0
111,A & N Islands,2012,Divorcee,Male,0
116,A & N Islands,2012,Seperated,Female,0
117,A & N Islands,2012,Seperated,Male,0
3776,Tripura,2006,Seperated,Female,0
3777,Tripura,2006,Seperated,Male,0
81,A & N Islands,2009,Divorcee,Male,0
80,A & N Islands,2009,Divorcee,Female,0
79,A & N Islands,2008,Widowed/Widower,Male,0
78,A & N Islands,2008,Widowed/Widower,Female,0
47,A & N Islands,2005,Seperated,Male,0
48,A & N Islands,2005,Widowed/Widower,Female,0
50,A & N Islands,2006,Divorcee,Female,0
516,Bihar,2004,Seperated,Female,0
51,A & N Islands,2006,Divorcee,Male,0
56,A & N Islands,2006,Seperated,Female,0
57,A & N Islands,2006,Seperated,Male,0
58,A & N Islands,2006,Widowed/Widower,Female,0
59,A & N Islands,2006,Widowed/Widower,Male,0
60,A & N Islands,2007,Divorcee,Female,0
61,A & N Islands,2007,Divorcee,Male,0
66,A & N Islands,2007,Seperated,Female,0
67,A & N Islands,2007,Seperated,Male,0
68,A & N Islands,2007,Widowed/Widower,Female,0
69,A & N Islands,2007,Widowed/Widower,Male,0
70,A & N Islands,2008,Divorcee,Female,0
71,A & N Islands,2008,Divorcee,Male,0
278,Arunachal Pradesh,2004,Widowed/Widower,Female,0
77,A & N Islands,2008,Seperated,Male,0
3557,Sikkim,2008,Seperated,Male,0
2957,Nagaland,2008,Seperated,Male,0
669,Chandigarh,2007,Widowed/Widower,Male,0
2266,Lakshadweep,2011,Seperated,Female,0
1021,Daman & Diu,2007,Divorcee,Male,0
1026,Daman & Diu,2007,Seperated,Female,0
1027,Daman & Diu,2007,Seperated,Male,0
1028,Daman & Diu,2007,Widowed/Widower,Female,0
1029,Daman & Diu,2007,Widowed/Widower,Male,0
1030,Daman & Diu,2008,Divorcee,Female,0
1036,Daman & Diu,2008,Seperated,Female,0
1037,Daman & Diu,2008,Seperated,Male,0
1039,Daman & Diu,2008,Widowed/Widower,Male,0
1040,Daman & Diu,2009,Divorcee,Female,0
1041,Daman & Diu,2009,Divorcee,Male,0
1046,Daman & Diu,2009,Seperated,Female,0
1047,Daman & Diu,2009,Seperated,Male,0
1048,Daman & Diu,2009,Widowed/Widower,Female,0
1050,Daman & Diu,2010,Divorcee,Female,0
1051,Daman & Diu,2010,Divorcee,Male,0
1056,Daman & Diu,2010,Seperated,Female,0
1020,Daman & Diu,2007,Divorcee,Female,0
1018,Daman & Diu,2006,Widowed/Widower,Female,0
1017,Daman & Diu,2006,Seperated,Male,0
998,Daman & Diu,2004,Widowed/Widower,Female,0
2528,Manipur,2001,Widowed/Widower,Female,0
2527,Manipur,2001,Seperated,Male,0
2526,Manipur,2001,Seperated,Female,0
2521,Manipur,2001,Divorcee,Male,0
2520,Manipur,2001,Divorcee,Female,0
996,Daman & Diu,2004,Seperated,Female,0
997,Daman & Diu,2004,Seperated,Male,0
999,Daman & Diu,2004,Widowed/Widower,Male,0
1016,Daman & Diu,2006,Seperated,Female,0
1000,Daman & Diu,2005,Divorcee,Female,0
1001,Daman & Diu,2005,Divorcee,Male,0
